N,P,K,temperature,humidity,ph,rainfall,label
72,63,39,32.962318,77.161978,6.678902,139.819978,papaya
59,76,45,23.16492,54.502432,6.693829,81.052226,chickpea
38,60,33,31.337465,51.571907,6.499085,93.729941,pigeonpeas
21,28,14,27.049932,80.0,7.158119,82.307987,orange
68,49,24,19.674857,78.223136,6.93905,93.636218,maize
81,52,47,26.285481,87.154242,6.513655,261.562232,rice
86,39,50,28.459557,78.641527,6.894872,238.213812,jute
59,50,49,33.952603,82.470179,6.605477,86.140222,papaya
34,53,25,23.111793,55.0,5.923364,137.037918,kidneybeans
26,59,22,23.281895,54.775276,7.515416,46.064398,lentil
114,16,27,26.657749,75.799318,6.12078,56.363351,muskmelon
99,27,24,29.905926,81.738137,7.13199,76.638746,watermelon
36,12,10,27.253394,80.0,7.17676,85.061674,orange
28,58,19,35.337943,45.187996,7.817561,30.227814,mothbeans
38,60,21,25.33737,60.718589,7.208594,98.560662,blackgram
93,43,46,27.281796,91.159476,6.766704,236.910911,rice
18,23,35,27.942435,62.313357,6.064161,92.959055,pomegranate
83,51,19,24.287922,75.500349,6.332002,71.226548,maize
19,24,24,24.985929,62.522975,5.916157,92.200913,pomegranate
102,18,38,26.281892,79.561765,6.86884,51.46557,watermelon
29,40,40,27.720113,61.314643,6.535112,95.444188,grapes
26,55,21,23.615096,67.826189,6.181998,139.03331,pigeonpeas
82,17,31,28.334079,76.427801,6.15256,34.409521,muskmelon
17,29,30,18.516153,62.342018,6.723248,100.0,pomegranate
12,40,40,19.479771,80.0,6.835104,113.687618,apple
31,59,26,30.594536,56.522996,6.0,38.436097,mothbeans
67,46,36,23.183456,57.776589,5.88647,82.973462,maize
31,56,17,16.429939,55.0,5.696171,108.563185,kidneybeans
87,53,32,24.61033,66.272415,6.960777,105.454147,maize
70,49,45,25.136019,87.891769,5.50134,217.051048,rice
100,30,27,28.439544,80.834748,6.350812,54.132534,watermelon
10,40,40,25.918748,67.025912,6.289211,83.351533,grapes
87,20,39,27.072606,72.225908,6.079296,42.020147,muskmelon
91,65,34,24.987424,61.337347,6.926577,73.439134,maize
25,55,19,28.748678,61.043173,5.7531,101.936056,pigeonpeas
91,47,34,20.031194,83.095681,6.506661,154.194614,coffee
29,40,40,20.035473,80.0,6.603418,125.895075,apple
32,60,30,27.310644,68.462456,6.69608,86.17487,blackgram
105,74,47,29.026289,78.428507,6.633991,121.724076,banana
15,66,29,17.496932,55.0,6.784854,62.249952,kidneybeans
104,16,32,28.547808,79.850738,6.926282,28.875119,muskmelon
87,18,31,28.413235,75.074696,6.502873,67.857971,watermelon
106,78,54,28.251744,84.206287,6.170335,197.081802,banana
32,50,27,29.621645,61.436372,6.295047,104.161358,pigeonpeas
10,17,28,31.081862,79.030143,6.149043,197.466671,coconut
34,59,28,28.166062,49.951446,6.592063,122.810238,pigeonpeas
69,55,45,21.564126,50.0,7.187094,70.451749,chickpea
21,15,32,24.314303,58.735066,6.218615,79.251938,pomegranate
33,47,23,28.375594,68.162846,6.870962,76.973767,mungbean
68,51,28,25.432767,61.332675,6.675686,116.568899,maize
32,48,18,32.119309,50.620443,6.330262,54.748742,mothbeans
72,47,39,29.979118,79.303697,6.66456,174.522803,jute
89,25,54,24.693689,85.569676,6.353107,48.993908,watermelon
28,15,15,25.766552,80.0,6.062481,137.758181,orange
33,12,22,27.669278,70.04502,7.096492,150.886944,orange
14,55,21,25.035013,50.35522,5.6418,107.991182,pigeonpeas
106,42,45,28.712245,84.615545,6.810481,178.693642,jute
112,33,46,20.756276,67.794105,6.729473,138.753724,coffee
92,56,30,22.436139,73.328841,6.006702,77.619143,maize
22,61,22,24.525898,76.48952,6.723751,83.398788,blackgram
43,61,45,18.186047,50.0,7.145593,82.145059,chickpea
86,26,28,25.141747,76.430639,5.982928,44.50445,watermelon
74,80,47,26.994793,76.968041,6.02168,223.61751,banana
31,47,20,29.666949,64.315363,7.077482,110.740182,blackgram
30,55,23,26.365127,55.0,5.755717,148.646713,kidneybeans
37,56,20,26.607819,53.20101,6.92064,42.283626,mothbeans
89,12,24,30.465236,85.0,6.652924,27.811212,muskmelon
45,56,45,23.995064,50.0,7.660234,79.624092,chickpea
19,27,29,29.194895,79.034278,5.762444,156.691902,coconut
100,20,34,32.001548,75.761483,6.197975,73.595951,watermelon
27,63,32,34.106198,52.978294,6.457633,104.01116,pigeonpeas
24,22,16,29.232705,54.969662,6.180307,98.3052,mango
25,19,22,27.91503,64.638729,6.706477,76.423457,pomegranate
105,44,47,24.55805,68.297465,6.612439,123.697393,coffee
11,16,17,25.825915,72.25513,6.408952,136.946639,orange
79,71,45,27.968359,84.929244,6.92124,130.207133,banana
26,64,23,25.559945,59.795879,7.349656,45.323196,lentil
108,18,26,24.873815,79.896461,7.055954,69.256688,watermelon
22,40,40,18.0,65.03156,6.685944,56.930523,grapes
30,17,31,31.204782,54.499605,6.804437,94.629547,mango
25,21,31,25.64858,86.55909,6.218474,164.718824,coconut
19,54,29,31.82881,65.152392,6.242917,60.979047,mothbeans
22,26,40,20.945926,69.703402,6.785821,65.022974,pomegranate
100,21,36,26.408595,85.179501,6.870653,77.109713,watermelon
20,61,21,34.745373,46.094573,6.617353,141.997467,pigeonpeas
112,37,33,25.668157,61.112666,6.614682,71.89908,cotton
133,47,24,24.402289,79.19732,7.231325,90.802236,cotton
74,58,18,20.037282,56.356068,6.727303,109.024141,maize
20,30,19,34.448561,57.33377,6.089921,97.924081,mango
19,40,40,23.894005,66.066458,6.930906,140.947138,apple
23,32,31,24.567987,58.399664,6.051925,78.132683,pomegranate
10,40,40,15.352593,69.174127,5.937198,88.19159,apple
19,62,30,25.476233,49.610133,8.351474,27.496325,mothbeans
39,48,29,20.987059,63.874846,5.792286,115.851809,pigeonpeas
14,52,20,27.407404,54.074111,6.905457,113.5879,pigeonpeas
22,18,25,28.723214,68.819636,5.930323,92.524801,pomegranate
71,56,47,23.106245,77.551765,6.5659,252.674999,rice
86,23,38,29.54904,77.531709,6.798468,53.456488,watermelon
100,19,38,30.383008,85.0,6.531079,38.86305,muskmelon
36,57,45,19.868034,50.0,7.768191,89.662741,chickpea
32,56,25,29.514581,69.716112,6.942755,102.988611,blackgram
27,61,21,33.054332,58.798469,7.291874,82.976165,blackgram
93,59,57,30.277434,75.361471,5.868544,191.503154,banana
23,48,19,31.562393,68.634876,6.885125,91.02639,mungbean
18,15,35,27.723236,93.008999,6.803363,171.712554,coconut
24,58,16,23.372206,64.494393,6.56156,101.685546,blackgram
95,56,27,23.705979,58.993416,6.820901,84.789235,maize
26,20,17,20.496473,76.751249,7.345177,92.261108,orange
54,45,51,27.407837,77.880807,6.781414,171.199155,papaya
27,40,40,17.987067,68.564571,5.914088,128.49238,apple
1,30,10,11.899257,91.346638,7.291406,103.577147,orange
34,60,45,21.478521,50.0,7.14213,93.808814,chickpea
23,24,12,26.429511,80.0,6.350479,149.648783,orange
22,10,17,31.965329,79.990641,6.201328,235.360249,coconut
28,77,22,16.315735,55.0,6.305573,111.934356,kidneybeans
113,44,30,27.815331,77.948368,6.051177,64.630647,cotton
30,14,29,27.207965,69.579571,6.625778,94.338331,pomegranate
19,40,40,20.485985,67.358747,6.386942,148.124704,apple
25,57,24,27.654722,58.599863,6.974978,36.94255,mothbeans
91,74,46,27.300223,77.683529,6.149403,140.951141,banana
10,35,20,29.383912,51.622451,6.538985,67.71372,mango
85,40,43,28.93116,89.750701,6.300804,165.481963,jute
92,66,51,28.229814,76.387354,6.826667,199.603255,banana
17,60,18,27.554106,57.982467,7.49087,64.690889,mothbeans
27,22,23,28.878115,79.169128,5.832724,207.682941,coconut
34,58,29,26.784994,51.256121,5.873456,85.609054,pigeonpeas
21,24,17,29.299077,75.41099,6.270897,89.608434,orange
57,73,85,18.493112,14.72115,7.3581,91.945954,chickpea
16,50,22,31.473739,71.720583,6.632921,80.251924,blackgram
56,64,45,21.581711,53.423092,6.47664,65.920356,chickpea
17,40,40,35.0,74.012293,6.663597,57.985661,grapes
30,62,25,23.43229,59.225903,6.5059,47.471339,lentil
17,53,25,25.340747,71.2662,6.760125,93.506268,mungbean
100,26,27,24.285842,66.231226,6.357998,130.884096,coffee
24,48,26,29.262427,53.659108,8.240357,37.770988,mothbeans
33,69,25,22.530093,55.0,6.477412,94.940819,kidneybeans
42,69,45,20.600011,50.0,6.723372,96.82881,chickpea
25,48,28,27.335038,65.149219,6.855336,90.289566,blackgram
23,13,40,24.429172,66.241826,7.015737,70.928336,pomegranate
38,65,20,31.434757,50.39368,7.388935,74.858755,pigeonpeas
71,58,29,21.821963,59.343066,6.519815,67.858425,maize
27,60,45,18.945778,50.0,7.840381,84.096381,chickpea
16,32,29,28.005817,66.2135,6.517174,156.197195,orange
31,27,31,26.347717,94.742623,6.406136,136.484926,coconut
90,57,20,22.697946,60.593737,5.870867,106.151271,maize
19,77,28,21.982518,55.0,5.975397,68.504292,kidneybeans
15,43,20,24.513965,70.348061,6.384878,59.429121,mungbean
26,61,24,18.522997,55.0,6.456502,105.736945,kidneybeans
24,49,19,33.588899,69.144173,7.322328,90.048453,blackgram
25,61,31,22.564713,51.149546,6.123201,128.27571,pigeonpeas
93,38,50,22.739788,69.624974,6.825308,218.887154,coffee
111,48,30,25.742805,71.666751,7.97442,116.467806,cotton
18,31,12,29.249127,75.690488,5.782177,104.089152,orange
21,37,29,31.044419,66.932308,5.972031,57.57667,mango
25,40,40,22.541583,78.643948,6.488052,139.30837,apple
27,64,21,32.84213,68.684015,7.543804,73.671662,blackgram
19,28,21,25.829751,80.0,6.793069,95.823253,orange
23,54,26,25.891127,55.0,6.46478,96.467828,kidneybeans
81,40,25,25.613265,59.368085,6.002992,78.70295,maize
22,70,21,31.679656,70.96779,6.667756,61.173538,blackgram
86,59,55,25.994888,73.001434,5.989293,183.721345,banana
84,60,46,24.03735,80.203692,5.714651,261.034816,rice
79,44,46,32.464098,76.717748,6.643427,151.798427,papaya
116,42,32,24.381381,80.0,7.282582,79.481519,cotton
29,56,24,26.488289,67.853966,7.306062,55.254659,mungbean
28,40,40,14.87137,71.304068,6.148474,143.108062,apple
109,75,56,26.504844,86.016011,6.54409,161.564515,banana
26,25,35,30.769855,81.668325,6.713142,175.71956,coconut
99,16,30,23.526521,65.443409,6.392792,186.17282,coffee
25,29,27,30.596965,90.887215,6.174011,212.881146,coconut
32,62,30,32.439216,50.447148,6.0,57.911536,mothbeans
21,40,40,20.482633,80.0,6.872843,64.280803,grapes
27,26,26,24.827808,76.132616,6.841401,89.723884,orange
14,12,36,28.252326,57.219701,6.181944,100.0,pomegranate
18,54,20,27.233978,60.308482,6.996028,90.912775,blackgram
31,17,25,26.092214,56.93724,6.827556,128.807794,mango
32,69,32,25.923121,71.210743,7.139717,42.316765,lentil
101,20,40,26.273459,71.667098,6.710713,57.968652,watermelon
25,66,21,30.082307,78.073872,7.061972,105.708748,blackgram
38,70,45,24.272265,50.0,7.785198,97.316245,chickpea
75,52,23,20.541448,59.817125,6.053694,65.858272,maize
75,52,36,21.412128,72.307063,6.494642,76.230573,maize
20,75,30,18.268514,55.0,6.781095,89.683308,kidneybeans
26,32,24,26.066364,61.979365,6.007601,57.293976,pomegranate
99,51,38,24.205727,86.201167,6.514438,205.21705,rice
13,24,23,28.725874,66.545105,6.343343,104.752885,mango
74,58,44,23.463851,84.87995,6.433408,256.307121,rice
46,57,44,23.406107,51.723594,6.873804,76.246784,chickpea
90,53,49,26.785903,79.162298,6.357577,187.745779,jute
19,19,30,26.817547,57.450735,5.5,75.226795,mango
106,67,49,30.20436,74.717592,6.374481,156.680517,banana
36,38,15,28.363639,87.598107,6.320662,57.995244,mungbean
27,58,20,28.976431,73.769463,6.691683,84.897767,mungbean
105,66,44,31.986892,87.182929,6.814755,195.162774,banana
96,17,25,25.598986,85.843413,6.453807,50.415369,watermelon
19,74,26,18.839754,55.0,6.333753,88.035265,kidneybeans
27,31,23,31.857079,52.185379,7.17271,87.989178,mango
66,55,43,22.870528,81.934681,6.120978,179.981087,rice
93,53,31,25.995212,60.375421,6.854999,90.959485,maize
55,52,43,23.215135,52.04623,7.948419,87.228673,chickpea
100,34,26,24.845853,77.279539,6.397551,46.64571,watermelon
26,57,25,31.320492,52.358843,6.741721,31.242969,mothbeans
66,62,27,19.987331,58.509703,5.814866,76.457283,maize
14,18,33,30.179732,82.66035,5.799537,176.889017,coconut
67,47,18,23.568468,59.509697,6.516667,117.980627,maize
21,40,40,28.490433,79.938383,6.849507,79.402555,grapes
87,23,24,28.991753,69.481933,6.67211,44.746421,watermelon
77,39,44,26.488239,81.300788,6.452523,211.116067,jute
13,61,16,19.35413,70.638402,6.781244,69.029235,lentil
34,48,26,28.225391,71.00096,6.384835,88.166064,pigeonpeas
92,64,47,28.852101,87.625088,6.04241,229.813036,banana
114,18,34,32.265232,78.476016,6.924597,58.587254,muskmelon
72,46,21,20.815888,80.847366,6.345349,67.676591,maize
97,60,43,27.422822,79.337589,6.616757,225.479269,banana
23,40,40,30.064396,76.63193,6.570296,71.2477,grapes
22,54,26,31.808071,71.518345,6.61509,47.459202,mungbean
26,52,23,30.579161,72.431207,6.849982,101.788015,blackgram
113,43,38,23.412861,61.889275,7.304034,92.338236,cotton
27,31,21,32.00332,65.732807,6.429829,113.052336,mango
33,34,20,26.907333,85.054948,6.232922,196.261116,coconut
96,45,36,31.32208,81.354608,6.218048,203.889587,jute
119,49,33,23.082191,75.737392,6.911515,189.256762,coffee
99,40,44,24.0,75.073503,5.890699,244.888342,jute
19,20,15,28.331193,80.0,6.060274,85.534934,orange
26,18,24,21.261418,70.0,6.540823,98.952805,pomegranate
111,29,38,26.004849,78.423786,6.724509,56.943352,watermelon
97,26,24,27.192155,82.685487,6.430068,37.566369,muskmelon
97,61,34,25.820441,87.805694,6.424362,218.651357,jute
44,69,45,20.337103,53.741049,7.546746,91.523961,chickpea
31,39,28,31.20682,80.106051,6.65516,55.879209,mungbean
34,29,23,29.775785,86.066103,6.750086,235.877523,coconut
13,58,26,20.648125,55.0,6.198705,103.459552,kidneybeans
32,70,18,28.107209,57.374009,6.92665,112.701407,blackgram
87,51,43,21.21467,89.035361,5.735715,261.2467,rice
113,49,35,24.789126,78.044758,7.551428,104.713229,cotton
80,39,45,25.185843,86.004988,7.197686,200.342675,rice
32,43,27,25.190889,77.304004,7.200036,83.362167,mungbean
24,49,28,28.194003,75.355079,7.291578,82.327893,blackgram
111,37,39,20.242166,84.478911,5.920675,241.783866,coffee
18,25,19,28.468841,77.393661,6.312305,89.423095,orange
70,51,19,19.540024,71.889591,6.560582,75.623799,maize
111,31,46,24.025889,65.194294,6.582343,186.816268,coffee
18,40,40,20.68181,76.779523,5.810823,87.372044,grapes
106,26,27,28.840388,76.552124,6.973743,65.090416,watermelon
26,57,22,28.327434,50.365506,6.457954,142.132595,pigeonpeas
14,40,40,22.460384,73.770298,6.753213,154.285907,apple
110,47,38,26.393826,63.294482,7.07244,75.388535,cotton
14,18,30,29.807472,52.137979,5.191265,95.746061,mango
49,60,44,20.418236,50.0,8.286535,87.072263,chickpea
18,26,38,29.504353,90.697965,5.873453,143.471926,coconut
32,44,19,29.860911,67.571638,6.236808,80.428437,mungbean
91,56,39,24.778749,80.295508,6.398109,214.593238,rice
20,47,28,25.312658,59.624214,7.254069,74.56803,lentil
28,62,28,29.159244,71.944675,6.298462,114.813086,blackgram
14,59,29,27.538487,85.0,7.05332,59.114776,mungbean
93,91,47,27.847679,83.311108,6.101242,117.287891,banana
23,55,28,16.792927,55.0,5.771639,112.277908,kidneybeans
19,18,21,27.571738,81.4881,5.562109,204.208191,coconut
94,24,33,30.17479,72.070896,6.854651,52.386219,muskmelon
113,44,27,23.649319,66.353071,6.139505,219.923651,coffee
21,51,16,21.439363,68.062668,6.448202,51.398897,lentil
92,43,34,24.631716,80.73348,6.012825,193.865864,jute
114,79,53,29.575813,89.663059,6.573217,202.227651,banana
30,56,45,20.608816,50.0,8.438201,68.546124,chickpea
107,16,33,25.710187,79.392445,6.533553,78.700107,watermelon
89,56,33,28.57181,85.096226,6.260233,185.057266,jute
25,20,15,28.735703,51.075758,6.170878,67.462782,mango
94,39,40,27.018983,79.273368,5.8539,166.003191,rice
