nitrogen,phosphorus,potassium,ph,moisture,temperature,soil_health
53.11,24.23,124.01,5.33,43.38,32.77,Moderate
134.62,12.0,48.3,8.19,76.35,41.61,Poor
95.72,89.55,92.55,7.33,34.01,19.68,Healthy
94.06,57.19,136.4,7.11,62.64,22.9,Healthy
29.11,49.61,73.59,6.23,46.97,29.64,Healthy
60.02,76.82,80.09,4.91,33.65,39.35,Moderate
56.83,92.47,66.2,7.71,26.32,20.23,Moderate
118.01,9.96,32.52,5.65,58.45,33.81,Moderate
27.47,14.11,124.44,7.75,27.32,18.26,Poor
87.36,19.45,112.19,5.13,60.43,36.82,Moderate
23.19,47.64,126.97,4.86,79.21,28.12,Poor
45.42,53.94,71.12,7.95,54.75,25.76,Healthy
135.66,57.37,141.35,7.52,73.12,34.94,Moderate
101.32,9.86,65.13,6.2,56.73,40.19,Moderate
146.76,92.62,110.19,5.47,29.99,39.11,Poor
85.69,49.68,103.38,7.69,25.45,34.28,Moderate
76.67,52.35,19.24,7.66,15.28,25.09,Moderate
138.95,30.07,95.49,5.33,48.06,35.51,Moderate
96.07,78.82,127.71,6.71,18.9,37.26,Moderate
84.41,66.51,9.98,7.52,20.77,24.62,Moderate
121.48,31.6,24.77,6.11,35.43,20.43,Moderate
14.92,19.99,12.68,6.02,26.17,23.52,Moderate
101.77,98.39,75.31,6.72,17.01,18.13,Moderate
106.53,85.54,148.8,7.61,23.5,28.89,Moderate
80.54,31.18,80.7,5.75,49.43,33.16,Healthy
32.92,58.82,102.42,5.92,68.24,28.79,Moderate
141.25,44.79,62.23,7.92,44.97,19.02,Moderate
86.33,49.69,107.21,6.96,43.19,18.07,Healthy
143.5,88.28,69.08,8.49,41.08,24.19,Poor
135.31,46.64,125.49,5.8,55.02,38.3,Poor
104.19,27.98,70.21,4.66,29.59,31.85,Moderate
122.59,21.18,97.01,6.88,37.88,36.78,Moderate
36.97,72.53,86.04,8.18,63.32,37.31,Moderate
122.87,93.3,21.66,6.25,52.32,41.37,Moderate
102.1,29.78,69.05,5.26,40.38,18.59,Healthy
49.81,38.77,51.19,5.47,17.57,15.09,Moderate
33.42,13.76,72.22,5.56,68.16,26.77,Moderate
35.01,50.49,94.44,5.11,57.12,22.58,Healthy
32.07,38.21,61.88,6.51,65.89,15.71,Moderate
13.24,68.52,140.07,7.57,66.32,21.92,Moderate
75.28,20.23,37.8,4.8,19.84,21.1,Moderate
26.74,9.75,110.16,7.9,46.69,29.75,Moderate
56.52,24.88,5.95,4.62,35.94,18.34,Moderate
96.74,75.03,132.55,6.65,77.11,17.77,Moderate
114.8,95.85,26.84,7.21,23.73,23.39,Moderate
68.35,51.71,34.41,7.57,62.59,19.41,Healthy
46.79,52.78,7.22,4.68,36.05,25.91,Moderate
20.86,99.89,97.92,4.66,65.21,28.57,Poor
129.33,54.01,122.0,5.98,51.33,31.06,Moderate
107.32,12.79,68.15,5.35,23.26,29.63,Moderate
117.09,72.62,73.78,6.33,10.0,30.93,Healthy
87.12,63.59,80.34,4.5,47.06,22.47,Healthy
129.57,80.63,19.25,8.41,11.03,31.11,Poor
138.16,79.76,104.69,5.8,42.78,34.87,Moderate
81.82,60.61,28.28,6.18,24.63,23.7,Healthy
52.86,96.03,80.83,6.03,40.77,26.54,Moderate
35.23,87.0,131.42,8.16,70.97,41.06,Poor
127.48,99.68,137.0,6.12,17.45,16.01,Poor
35.01,55.42,112.88,6.7,15.73,37.32,Moderate
120.12,59.41,28.96,5.19,53.0,26.24,Moderate
140.95,49.43,33.53,6.01,37.59,18.54,Healthy
98.4,66.95,74.82,7.16,62.59,31.92,Healthy
143.39,46.63,89.18,4.62,13.31,17.07,Poor
14.9,41.41,73.68,7.15,20.97,37.54,Moderate
99.73,94.33,53.17,6.84,73.12,22.84,Healthy
16.91,35.87,24.44,5.05,38.19,22.42,Moderate
139.99,56.76,123.2,6.85,31.02,28.55,Moderate
122.38,7.37,100.17,7.92,44.54,17.34,Moderate
14.8,99.79,100.02,7.04,45.53,38.65,Poor
59.03,64.84,63.67,6.28,65.87,17.76,Healthy
66.66,50.75,7.45,8.0,35.9,20.52,Moderate
113.17,39.16,67.54,6.44,25.9,38.54,Healthy
52.73,56.17,12.74,7.81,72.84,23.52,Moderate
74.16,35.53,51.31,5.5,44.87,26.58,Healthy
52.57,94.42,89.36,6.12,78.81,24.92,Moderate
145.93,99.12,113.97,7.85,17.25,18.32,Poor
48.9,10.43,58.31,6.66,34.29,28.39,Healthy
41.14,39.86,13.01,8.3,37.0,36.55,Moderate
58.53,86.45,115.36,8.26,39.58,39.75,Poor
127.19,95.17,75.09,7.65,19.24,29.22,Moderate
144.13,93.62,117.74,5.09,50.9,20.53,Poor
86.39,56.97,127.94,8.42,62.08,30.83,Moderate
42.14,56.07,118.36,6.18,36.83,32.56,Moderate
93.28,25.15,31.76,7.06,24.7,29.93,Healthy
12.69,27.14,70.32,7.02,24.27,38.74,Moderate
23.76,98.23,77.21,5.92,62.83,33.32,Moderate
10.0,71.4,119.86,5.83,77.74,41.49,Poor
75.48,35.67,137.25,5.17,25.64,33.96,Moderate
147.48,29.77,68.81,6.56,61.47,29.25,Healthy
80.3,24.43,21.76,4.66,48.04,21.48,Moderate
146.24,67.85,117.19,7.94,18.66,24.08,Moderate
138.61,28.62,133.55,4.89,55.39,36.14,Poor
60.05,94.87,145.24,6.45,15.32,39.81,Poor
21.4,13.81,94.32,5.25,18.57,38.42,Moderate
89.23,82.21,62.74,7.86,46.31,22.11,Healthy
89.06,51.24,22.63,7.54,22.34,37.3,Moderate
133.23,89.74,125.28,5.06,19.49,29.21,Poor
26.77,76.33,107.5,5.96,38.15,30.68,Moderate
80.2,53.59,111.3,6.99,34.2,15.0,Healthy
86.3,45.57,128.32,5.07,29.36,22.9,Moderate
87.3,84.48,20.76,5.4,65.51,37.89,Moderate
93.22,55.79,112.79,6.67,16.54,22.54,Healthy
123.77,72.67,83.47,5.48,52.24,18.4,Moderate
122.93,20.76,95.79,5.84,17.11,33.39,Moderate
68.99,74.27,73.85,5.83,44.45,34.82,Moderate
71.34,43.9,10.66,7.54,41.21,20.22,Healthy
70.22,30.16,55.38,6.98,32.68,25.44,Healthy
71.01,45.32,32.17,5.34,15.37,17.94,Moderate
102.54,14.76,25.22,6.16,76.1,31.51,Moderate
120.12,100.0,64.74,5.12,69.34,34.69,Moderate
95.3,74.61,42.82,8.35,21.73,36.63,Moderate
110.53,24.59,70.04,7.09,73.08,18.52,Healthy
99.69,5.96,32.97,6.92,40.81,40.44,Moderate
54.74,48.05,57.18,6.74,53.84,41.18,Healthy
93.0,12.05,68.97,8.04,10.83,31.49,Poor
50.37,59.76,88.25,5.95,37.75,18.65,Moderate
82.42,77.26,130.22,7.4,54.13,40.13,Moderate
16.53,78.36,16.05,6.67,47.08,18.97,Moderate
57.03,32.08,95.4,4.62,34.92,33.63,Moderate
51.21,59.01,114.07,7.75,40.22,28.51,Moderate
145.06,93.56,41.88,5.76,66.43,19.27,Moderate
96.57,68.43,138.8,7.62,61.73,38.44,Moderate
47.04,74.17,116.04,7.64,62.49,15.83,Moderate
32.87,46.41,82.87,5.33,21.82,17.96,Moderate
42.98,41.69,16.97,7.3,46.11,36.56,Moderate
54.61,95.79,7.52,4.76,49.9,27.95,Poor
37.86,79.82,140.33,7.2,18.6,23.88,Poor
65.56,36.49,67.83,5.39,22.84,36.74,Moderate
37.41,81.02,54.34,5.1,23.07,29.33,Moderate
56.12,16.67,58.28,7.79,52.66,36.07,Moderate
134.07,65.38,100.82,4.76,60.63,25.6,Healthy
43.57,25.99,138.59,5.0,31.13,28.17,Moderate
50.67,52.04,18.08,6.6,70.27,19.11,Moderate
121.84,84.07,50.85,7.61,41.71,24.41,Moderate
112.25,72.29,33.6,5.95,34.3,34.92,Moderate
70.03,45.69,10.58,5.72,16.44,18.67,Moderate
143.38,52.31,40.97,6.79,38.3,40.42,Moderate
60.17,27.14,80.5,6.5,13.12,21.41,Healthy
104.61,65.6,36.95,5.11,71.11,19.84,Moderate
14.28,54.38,17.39,7.55,54.42,31.43,Moderate
105.6,94.29,102.43,8.0,78.7,24.34,Moderate
26.29,93.42,20.88,5.33,30.89,37.3,Moderate
130.72,55.82,122.57,5.16,15.69,31.7,Moderate
31.04,93.2,103.58,5.99,39.1,36.94,Moderate
137.67,31.89,64.85,6.78,53.68,27.61,Healthy
30.28,69.7,65.44,5.99,70.76,41.38,Moderate
137.2,85.48,66.43,8.26,16.2,15.84,Poor
127.21,46.06,7.18,6.69,17.66,16.6,Poor
120.2,10.77,121.66,5.82,14.64,31.47,Moderate
37.91,88.61,32.45,5.47,70.46,32.8,Moderate
132.79,11.44,79.63,4.88,62.64,20.31,Poor
104.57,24.78,11.1,6.63,44.74,40.31,Moderate
27.17,96.55,135.43,5.19,57.57,37.01,Poor
99.35,46.58,72.33,5.1,46.1,38.12,Moderate
63.06,47.66,146.41,4.87,60.57,38.01,Moderate
116.59,27.36,131.21,8.0,62.05,30.98,Healthy
69.58,65.2,72.59,7.38,42.92,16.44,Healthy
75.2,81.6,40.83,5.76,40.06,27.3,Healthy
62.29,94.26,35.68,6.3,55.04,29.98,Healthy
42.71,36.82,86.51,6.53,56.83,36.12,Healthy
14.76,69.09,119.34,5.82,75.0,41.8,Poor
31.05,55.85,85.6,7.42,34.47,33.8,Healthy
80.18,73.68,125.14,5.48,38.03,25.49,Moderate
127.65,60.95,106.81,6.35,25.29,16.35,Moderate
19.65,61.37,148.42,8.29,17.42,25.69,Poor
102.24,96.15,48.47,6.96,35.35,28.81,Healthy
99.61,60.85,45.2,5.74,46.29,37.83,Healthy
125.97,84.15,23.26,5.08,39.21,38.59,Moderate
142.66,77.54,96.29,6.96,75.18,17.03,Poor
60.71,48.48,59.64,4.81,52.64,34.57,Healthy
140.69,40.68,43.06,5.07,20.09,38.68,Moderate
56.56,96.95,67.6,6.2,47.62,25.96,Healthy
92.52,43.65,118.43,7.73,60.42,15.47,Moderate
61.55,50.02,24.82,8.5,14.57,39.25,Poor
11.94,41.64,133.02,7.4,46.6,29.63,Moderate
72.74,65.64,51.74,4.96,25.31,17.41,Moderate
48.55,57.92,108.35,7.55,36.94,28.99,Moderate
150.0,38.0,97.78,6.04,49.08,35.41,Moderate
121.68,59.4,18.75,6.65,41.22,23.92,Healthy
150.0,96.12,120.51,7.45,79.44,21.84,Poor
48.2,12.01,81.85,5.02,55.88,36.43,Moderate
93.45,51.3,13.95,7.94,58.61,15.24,Moderate
56.9,21.96,116.11,6.32,40.94,34.15,Moderate
50.48,69.75,116.74,8.02,74.3,21.52,Moderate
130.18,68.95,110.87,5.61,57.64,15.91,Moderate
145.82,17.28,33.94,5.52,37.38,18.68,Moderate
80.12,36.06,20.59,8.23,18.66,34.97,Moderate
136.53,99.94,30.26,8.14,36.62,31.44,Poor
141.78,83.52,38.48,5.36,63.46,17.95,Moderate
64.35,77.67,82.57,5.87,12.84,15.2,Moderate
49.69,47.6,53.3,6.12,58.5,20.79,Healthy
39.93,83.47,108.36,4.87,15.52,25.83,Moderate
11.05,41.35,36.67,6.56,28.41,32.72,Moderate
127.86,70.65,117.59,7.83,10.9,20.67,Moderate
32.53,68.3,6.77,7.8,32.6,18.11,Moderate
53.07,85.84,80.06,6.12,75.38,38.71,Poor
20.56,36.81,92.72,5.11,78.27,34.43,Poor
17.1,23.61,92.02,5.57,22.74,21.33,Moderate
68.8,11.3,109.21,6.37,42.5,18.27,Moderate
84.75,37.66,5.0,6.4,32.42,21.48,Healthy
109.69,33.04,83.13,6.64,28.44,23.9,Healthy
21.89,30.66,54.49,5.08,68.74,31.93,Moderate
31.72,47.34,29.43,8.29,13.05,17.4,Poor
135.76,80.9,12.37,6.21,58.87,42.0,Poor
114.59,56.84,32.65,8.04,53.04,29.78,Healthy
110.16,65.51,78.04,8.34,59.22,33.6,Healthy
10.37,68.23,111.92,7.04,29.17,17.25,Moderate
73.91,46.55,141.17,8.16,24.9,23.38,Moderate
64.54,59.43,5.0,7.01,14.62,34.16,Moderate
14.53,90.75,127.46,7.51,69.23,19.85,Poor
86.95,54.12,102.7,7.72,77.03,15.07,Moderate
91.62,20.97,56.28,4.82,47.03,15.74,Moderate
143.14,31.68,25.08,7.06,47.22,29.76,Healthy
145.83,71.93,118.53,7.9,19.22,24.99,Moderate
127.02,32.63,80.37,7.97,27.19,38.21,Moderate
15.95,33.95,86.12,7.05,36.96,22.08,Healthy
31.43,32.55,49.88,8.41,26.47,18.28,Moderate
82.66,88.75,63.7,6.74,76.23,19.49,Moderate
135.14,94.94,62.28,7.3,30.31,32.53,Moderate
44.58,62.98,59.49,7.36,66.33,20.02,Moderate
94.84,19.95,27.43,7.93,31.8,32.02,Moderate
129.22,37.28,126.83,6.39,17.65,24.87,Moderate
57.68,59.93,19.57,5.94,44.88,21.49,Moderate
119.13,53.27,55.54,7.66,51.26,29.03,Healthy
18.96,14.17,42.94,7.9,19.26,15.03,Poor
19.75,35.18,67.43,6.85,20.25,24.26,Healthy
66.86,62.23,19.84,7.09,37.63,39.46,Moderate
47.06,12.25,97.51,6.75,33.13,19.09,Moderate
15.14,55.14,122.65,7.14,23.89,34.66,Moderate
117.7,42.34,8.42,4.89,29.48,41.88,Poor
61.75,63.27,5.0,7.2,43.5,32.75,Healthy
44.0,10.19,96.41,5.99,55.47,18.12,Moderate
90.34,89.42,127.92,7.17,60.09,18.87,Moderate
65.47,83.08,127.47,6.09,39.96,39.77,Moderate
108.77,78.04,124.41,8.47,43.88,33.0,Moderate
127.32,66.18,57.89,7.38,32.37,37.64,Moderate
29.77,9.65,110.35,6.03,22.44,27.07,Moderate
69.56,51.94,74.61,4.66,17.68,41.34,Poor
122.65,72.71,71.63,6.48,23.84,35.59,Moderate
119.94,57.82,145.46,7.6,69.45,24.7,Moderate
108.68,52.11,86.81,5.78,31.35,34.96,Moderate
54.36,64.77,91.67,4.72,10.36,16.56,Poor
63.9,25.97,93.03,5.74,11.56,26.85,Healthy
49.93,76.88,97.88,5.87,24.64,37.11,Moderate
112.56,22.83,137.56,4.72,29.8,27.25,Moderate
81.29,60.3,44.05,6.6,49.04,27.22,Healthy
133.44,22.71,62.72,4.91,26.05,28.1,Moderate
88.05,90.82,20.61,5.01,41.43,22.22,Moderate
110.42,37.01,24.33,7.14,46.16,29.77,Healthy
71.26,15.35,17.34,5.81,61.28,32.65,Moderate
134.8,42.06,125.87,6.3,12.07,25.19,Moderate
74.54,22.95,55.49,7.83,74.51,21.6,Moderate
147.86,91.91,26.16,5.15,17.58,19.85,Poor
118.45,13.7,121.36,4.79,71.85,16.45,Poor
147.2,35.51,89.93,5.57,55.64,27.33,Healthy
43.61,45.88,66.77,7.06,31.07,21.88,Healthy
37.35,41.64,142.87,7.52,50.27,39.93,Moderate
30.69,60.22,72.71,7.26,60.94,21.8,Healthy
85.49,71.82,78.15,5.06,16.26,26.85,Moderate
137.8,5.06,36.42,8.49,60.97,32.4,Poor
52.25,32.43,72.34,5.59,56.99,34.7,Moderate
92.33,39.2,10.66,8.07,31.92,34.33,Moderate
44.54,34.9,146.63,7.86,55.37,28.14,Moderate
114.82,90.02,49.16,7.01,68.65,40.99,Moderate
